movie_id,title,release_date,genres,overview
1251,"Designated Mourner, The (1997)",25/4/1997,Comedy,"The story of Pascal Ichak, a larger-than-life French traveller, bon vivant, and chef, who falls in love with Georgia and a Georgian princess in the early 1920s. All is well until the arrival of the Red Army of the Caucasus, as the Soviet revolution that has swept Russian comes to Georgia. Told as a flashback from the present, as a French-Georgian man whose mother was Pascal's lover translates his memoirs for Pascal's niece."
1252,Trial and Error (1997),27/6/1997,Drama,
1253,Pie in the Sky (1995),1/1/1995,Thriller,
1254,Total Eclipse (1995),30/5/1997,Comedy,Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.
1255,"Run of the Country, The (1995)",2/5/1997,Drama,"Ivan is the fierce patriarch of a family of Croatian refugees in Auckland. Nina is his daughter, ready to live on her own, despite his angry objections. Eddie is the Maori she takes as her lover. Nina works at a restaurant where Eddie cooks. For a price, she agrees to marry a Chinese, another restaurant employee, so that he (and his Chinese wife) can establish permanent residency. The money gives her the independence she needs to leave her parents' house and move in with Eddie. Complications arise when Eddie realizes the depth of her father's fury and the strength of Nina's family ties."
1256,Walking and Talking (1996),23/5/1997,Drama,
1257,Foxfire (1996),23/5/1997,Drama,
1258,Nothing to Lose (1994),30/5/1997,Comedy|Romance,"An actor poses as a lawyer to help his sick friend, and problems develop."
1259,Star Maps (1997),9/2/1996,Comedy|Romance,Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avant-garde dancer.
1260,Bread and Chocolate (Pane e cioccolata) (1973),1/1/1995,Drama,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle."
1261,Clockers (1995),1/1/1995,Drama,
1262,Bitter Moon (1992),12/7/1996,Romance,"Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy""."
1263,Love in the Afternoon (1957),23/8/1996,Drama,The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.
1264,Life with Mikey (1993),16/8/1996,Drama,"A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences."
1265,North (1994),1/1/1997,Drama,"Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood."
1266,Talking About Sex (1994),1/1/1973,Drama,
1267,Color of Night (1994),1/1/1995,Drama,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward Strike &amp; Rodney."
1268,Robocop 3 (1993),1/1/1992,Drama,"An embittered husband, paralyzed and in a wheelchair, buttonholes a complete stranger and begins to tell him the story of his marriage. The stranger would like to escape, but cannot. For one thing he grows fascinated by the story. For another he is mesmerized by the man's wife, who has perfected that trick of looking a man boldly in the eye until, by looking away, he concedes sexual supremacy."
1269,Killer (Bulletproof Heart) (1994),1/1/1957,Comedy|Romance,Lovestruck conservatory student Adriane pretends to be just as much as a cosmopolitan lover as the worldly mature Frank Flannag hoping that l’amour will take hold.
1270,Sunset Park (1996),1/1/1993,Comedy,
1271,Set It Off (1996),1/1/1994,Comedy,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus north starts off on an hilarious journey around the world to find the parents that really care about him."
1272,Selena (1997),1/1/1994,Comedy|Drama,
1273,Wild America (1997),1/1/1994,Drama|Thriller,"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair."
1274,Gang Related (1997),1/1/1993,Sci-Fi|Thriller,
1275,Manny & Lo (1996),1/1/1994,Thriller,
1276,"Grass Harp, The (1995)",26/4/1996,Drama,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team."
1277,Out to Sea (1997),25/9/1996,Action|Crime,"Four black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. While initially successful, a policeman who was involved in shooting one of the women's brothers is on their trail. As the women add to the loot, their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery."
1278,Before and After (1996),21/3/1997,Drama|Musical,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete."
1279,Princess Caraboo (1994),4/7/1997,Adventure|Children's,"Three brothers - Marshall, Marty and Mark dream of becoming naturalists and portraying animal life of America. One summer their dream comes true, they travel through America, filming alligators, b  ears and moose."
1280,Shall We Dance? (1937),1/1/1997,Crime,"Two corrupt cops have a successful, seemingly perfect money making scheme- they sell drugs that they seize from dealers, kill the dealers, and blame the crimes on street gangs. Their scheme is going along smoothly until they kill an undercover DEA agent posing as a dealer, and then try to cover-up their crime."
1281,Ed (1996),26/7/1996,Drama,A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.
1282,Denise Calls Up (1995),11/10/1996,Drama,
1283,Jack and Sarah (1995),4/7/1997,Comedy,"Care-free Charlie (Walter Matthau) cons his widower brother-in-law Herb (Jack Lemmon) into an expenses-paid luxury cruise in search of rich, lonely ladies. The catch is that they are required to be dance hosts! With a tyrannical cruise director, and the luscious Liz and lovely Vivian, our heroes have lots of mis-adventures before they finally return to port."
1284,Country Life (1994),23/2/1996,Drama|Mystery,Two parents deal with the effects when their son is accused of murdering his girlfriend.
1285,Celtic Pride (1996),1/1/1994,Drama,"Bristol, England, early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect, it is understood that the woman is a princess from a far away land. She is then welcomed by a family of haughty aristocrats that only wants to heighten their prestige. However, the local reporter is not at all convinced she is what she claims to be and investigates. Is Caraboo really a princess?"
1287,"Simple Wish, A (1997)",8/3/1996,Comedy,"Jack Cooper (Matt LeBlanc) could be a world-class baseball pitcher if he didn't keep buckling under the pressure. He tries to keep his spirits up after he's traded to a minor league team but loses all hope when he discovers that Ed, one of his teammates, is a chimp. Ed used to be the team mascot, but was promoted to third base when the owners realized he had a talent for baseball. As Jack struggles to get used to his new surroundings, Ed helps him regain his confidence on and off the field."
1288,Star Kid (1997),29/3/1996,Comedy,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?"
1289,Ayn Rand: A Sense of Life (1997),22/3/1996,Romance,
1290,Kicked in the Head (1997),1/1/1994,Drama|Romance,"Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920s. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly brilliant) literary critic in London. Action begins when Alexander returns with his beautiful young wife Deborah, revealing himself as an arrogant failure and wanting to sell the farm out from under Jack. Blakemore introduces themes about Australia's separation from England, as well as expanding the pacifist and ecological philosophies espoused by the local Doctor Max Askey."
1291,Indian Summer (1996),19/4/1996,Comedy,"The National Basketball Association play-offs are taking place, and the Boston Celtics are facing the Utah Jazz in a crucial series. This is also the last year that any games will be played in the Boston Garden, which is going to be torn down after the end of the season. Mike and Jimmy, two die-hard sports fans who will risk anything for the Celtics to win, are really getting into the games..."
1292,Love Affair (1994),11/7/1997,Children's|Fantasy,
1293,"Band Wagon, The (1953)",16/1/1998,Adventure|Children's|Fantasy|Sci-Fi,Shy seventh-grader Spencer Griffith's life changes when the meteor falls into local junkyard and he finds a Cybersuit - the wise and strong robot from another galaxy. Spencer puts Cybersuit on and becomes a different kind of guy
1294,Penny Serenade (1941),13/2/1998,Documentary,"Ayn Rand was born in 1905 in St. Petersberg, Russia. She escaped to America in 1926 amidst the rise of Soviet Communism. She remained in the United States for the rest of her life, where she became a much respected author of The Fountainhead and Atlas Shrugged. The themes of freedom and individualism were to be her life's passion..."
1295,'Til There Was You (1997),1/1/1997,Comedy|Drama,"Redmond is a young guy who can't find what to do with his life. When his uncle Sam gives him the bag to deliver to some uptown connection he fails to do so and it gets them in trouble with Jack, low-key criminal. After that tough guy Stretch wants Redmond to take part in his illegal beer business, but before Redmond gets involved, the business ends in a bad way. Redmond is also having affair with flight attendant Megan."
1296,Stripes (1981),1/1/1996,Comedy|Drama,"A group of childhood friends, now in their thirties, reunite at Camp Tamakwa. Only a few of the original campers show up, but they still have a good time reminiscing. The people share experiences and grow while at the camp. They are dismayed to discover that the camp's owner, Unca Lou, is going to close the camp down."
1297,Late Bloomers (1996),1/1/1994,Drama|Romance,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again."
1298,"Getaway, The (1994)",1/1/1953,Comedy|Musical,
1299,New York Cop (1996),1/1/1941,Drama|Romance,"A light-hearted romantic drama starring Cary Grant &amp; Irene Dunne as a couple who meet, fall in love, quarrel and reunite. While listening to a recording of ""Penny Serenade"", Julie Gardiner Adams (Irene Dunne) begins reflecting on her past. She recalls her impulsive marriage to newspaper reporter Roger Adams (Carey Grant), which begins on a deliriously happy note but turns out to be fraught with tragedy. Other songs remind her of their courtship, their marriage, their desire for a child, and the joys and sorrows they have shared. A flood of memories come back to her as she ponders on their present problems and how they arose."
1300,National Lampoon's Senior Trip (1995),30/5/1997,Drama|Romance,
1301,Delta of Venus (1994),1/1/1981,Comedy,"John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment."
1302,Carmen Miranda: Bananas Is My Business (1994),6/6/1997,Comedy,"High School basketball coach, Dinah Groshardt, falls for the school secretary, Carly Lumpkin, and upsets the entire school in the process."
1303,Babyfever (1994),1/1/1994,Action,
1304,"Very Natural Thing, A (1974)",1/1/1996,Action|Crime,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?"
1305,"Walk in the Sun, A (1945)",1/1/1995,Comedy,
1306,Waiting to Exhale (1995),1/1/1994,Drama,"A struggling American writer and a fellow American expatriate begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II."
1307,"Pompatus of Love, The (1996)",1/1/1994,Documentary,"A biography of the Portuguese-Brazilian singer Carmen Miranda, whose most distinctive feature was her tutti frutti hat. She came to the US as the ""Brazilian Bombshell"" and was a Broadway and Hollywood star in the 1940s."
1308,Palmetto (1998),1/1/1994,Comedy|Drama,"Gena is an average woman who is torn between her current boyfriend's desire to marry her and start a family, and the unexpected arrival of an old boyfriend wanting to pick up where they left off. To further complicate matters, she might be pregnant herself. In the mist of this unsettled personal life, Gena leaves her two men to attend a baby shower party for a girl friend and talks with the various female attendees all of whom are facing their own ticking biological clocks."
1309,Surviving the Game (1994),1/1/1974,Drama,
1310,Inventing the Abbotts (1997),1/1/1945,Drama,
1311,"Horse Whisperer, The (1998)",15/1/1996,Comedy|Drama,"Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe."
1312,"Journey of August King, The (1995)",26/7/1996,Comedy|Drama,
1313,Catwalk (1995),20/2/1998,Film-Noir|Mystery|Thriller,A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.
1314,"Neon Bible, The (1995)",1/1/1994,Action|Adventure|Thriller,Mason is a man down on his luck with nothing to lose when he's approached to lead a group of wealthy hunters on an expedition in the Pacific Northwest. But things get really twisted when Mason discovers the group isn't after wild animals -- they're after him.
1315,Homage (1995),4/4/1997,Drama|Romance,"In the 1950s, brothers Jacey and Doug Holt, who come from the poorer side of their sleepy Midwestern town, vie for the affections of the wealthy, lovely Abbott sisters. Lady-killer Jacey alternates between Eleanor and Alice, wanting simply to break the hearts of rich young women. But sensitive Doug has a real romance with Pamela, which Jacey and the Abbott patriarch, Lloyd, both frown upon."
1316,Open Season (1996),25/12/1997,Drama,
1317,Metisse (Café au Lait) (1993),22/3/1996,Drama,
1318,"Wooden Man's Bride, The (Wu Kui) (1994)",7/6/1996,Documentary,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York."
1319,Loaded (1994),1/3/1996,Drama,
1320,August (1996),3/5/1996,Drama,"The young caretaker at the estate of a reclusive woman develops a dangerous obsession with her daughter, a sexy television star. Unexpected twists and turns."
1321,Boys (1996),10/5/1996,Comedy,"When the television ratings machines suddenly malfunction, public television suddenly, but mistakenly, soars to #1 in this humorous satire."
1322,Captives (1994),1/1/1993,Comedy,
1323,Of Love and Shadows (1994),1/1/1994,Drama,
1324,"Low Life, The (1994)",12/4/1996,Drama|Thriller,"A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking."
1325,An Unforgettable Summer (1994),12/4/1996,Drama,"Set in 1890s North Wales over a long, hot August weekend, the Victorian calm of a household is suddenly upset with the arrival of a London couple who impose their city ways and thoughts on the more rurally based family. An adaptation of Anton Chekhov's play, ""Uncle Vanya."""
1326,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",10/5/1996,Drama,"Fed up with boarding school and frustrated with the way others have planned his life, John Baker Jr. wants a change -- anything to shake up his staid routine. The moment arrives when he stumbles upon a woman, Patty Vare, unconscious in a field. Deciding to risk it, John takes her to his dorm to look after her, much to the disapproval of his friends. John's decision proves fateful as he and Patty grow close to one another. However, she may be keeping secrets from him."
1327,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),16/9/1994,Drama,"A beautiful young dentist working in a tough British prison starts to become attracted to a violent inmate after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all."
1328,Midnight Dancers (Sibak) (1994),10/5/1996,Drama,"Irene is a magazine editor living under the shadow of the Pinochet dictatorship in Chile. Francisco is a handsome photographer and he comes to Irene for a job. As a sympathizer with the underground resistance movement, Francisco opens her eyes and her heart to the atrocities being committed by the state."
1329,Somebody to Love (1994),10/5/1996,Drama,
1330,American Buffalo (1996),1/1/1994,Drama,"In 1925 Romania, young Marie-Therese Von Debretsy refuses the flirtatious advances of her husband's commanding officer. As a result, the cosmopolitan family is reassigned to a brutally bleak and dangerous outpost on the Bulgarian/Romanian frontier where both their relationship and humanity are severely tested."
1331,Kazaam (1996),1/1/1995,Documentary,
1332,Larger Than Life (1996),1/1/1993,Drama,
1333,Two Deaths (1995),1/1/1994,Comedy|Drama,
1334,Stefano Quantestorie (1993),14/6/1996,Drama,"Mercedes is a taxi dancer who wants to be an actress. She's involved with the married Harry, who considers himself a respected actor. Ernesto is in love with Mercedes, but he doesn't dance or have money."
1335,"Crude Oasis, The (1995)",13/9/1996,Drama,Three inner-city losers plan a robbery of a valuable coin in a seedy second-hand junk shop.
1336,Hedd Wyn (1992),17/7/1996,Children's|Comedy|Fantasy,Shaquille O'Neal as a rapping genie protects a little boy.
1337,"Convent, The (Convento, O) (1995)",1/11/1996,Comedy,"Motivational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. Then one day, he receives a telegram that his circus clown father has passed away, and has left a ""huge"" inheritance. When he gets there, he finds that his inheritance has come in the form of an elephant that was his father's pride and joy in circus acts. His main intention is to sell the pachyderm off. Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two treks through the country Jack and the elephant develop a bond, and it changes his approach on life for the better."
1338,Lotto Land (1995),9/8/1996,Drama,"A tale of power, passion and obsession set in a politically torn Eastern European country."
1339,"Story of Xinghua, The (1993)",1/1/1993,Comedy|Drama,"La storia di Stefano (Maurizio Nichetti) sembra molto ""normale"" ma cosa sarebbe successo nella sua vita se... Le molte vite possibili di Stefano si intrecciano in modi imprevedibili"
1340,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",1/1/1995,Romance,
1341,Dingo (1992),1/1/1992,Drama,"'Hedd Wyn' is a 1992 Welsh anti-war biopic. Ellis Humphrey Evans, a farmer's son and poet living at Trawsfynydd in the Meirionydd countryside of upland Wales, competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, which in August 1917 was due to be held in Birkenhead (one of the rare occasions when it was held in England). After submitting his entry, under his bardic name ""Hedd Wyn"" (""Blessed Peace"") Evans later departs from Meirionydd by train to join the Royal Welsh Fusiliers in Liverpool, despite his initial misgivings about the war. Ellis  is sent to fight in the trenches of Flanders.  'Hedd Wyn' was the first Welsh-language film to be nominated for an Oscar."
1342,"Ballad of Narayama, The (Narayama Bushiko) (1958)",14/6/1996,Drama,
1343,Every Other Weekend (1990),1/1/1995,Drama,"This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of getting away from his friends who are involved in drugs) who falls in love with a latino girl (who is heading off to college on a full scholarship). The second is about their parents, (she works in the neighborhood liquor store; he works for the phone company). The story takes place against the backdrop of a winning lottery ticket worth $27 million being sold to someone in the neighborhood from the liquor store."
1344,Mille bolle blu (1993),1/1/1993,Drama,
1345,Crows and Sparrows (1949),1/1/1994,Drama,
1346,Lover's Knot (1996),1/1/1992,Drama,"Young John Anderson is captivated by jazz musician, Billy Cross when he performs on the remote airstrip of his Western Australian outback hometown after his plane is diverted. Years later, now a family man and making a meagre living tracking dingoes and playing trumpet in a local band, John still dreams of joining Billy on trumpet and makes a pilgrimage to Paris."
1347,Shadow of Angels (Schatten der Engel) (1976),1/1/1958,Drama,
1348,1-900 (1994),1/1/1990,Drama,"Camille, a mercurial César-winning actress, has seen better times. Estranged from her husband, she's with her children only every other weekend. It's her weekend, but her agent has booked her to MC a Rotary club dinner in Vichy. She takes them with her, and when her husband learns this, he demands to pick them up at once. She bolts in a rented car to the seaside, trying to improve her relations with the children, especially the precocious and distant Vincent. He loves astronomy. A rare meteor shower is due in a few days, so she suggests they go to a plateau in Spain hoping to see it. He agrees, but the relationship remains difficult, and her husband is on their trail."
1349,Venice/Venice (1992),1/1/1993,Comedy,
1350,Infinity (1996),1/1/1949,Drama,"At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong.  The tenants, including Mr Kong, Mrs Xiao, Little Broadcast (alias Mr Xiao, played by Zhao Dan) and a schoolteacher, Mr Hua, and his wife, initially plan to band together, but circumstances force them to find other ways out. Mr Hua tries to find a place to stay at the KMT-sponsored school he is teaching in. Little Broadcast and Mrs Xiao invest in black market gold. As the situation escalates, Mr Hua gets arrested by KMT agents and his young daughter falls desperately ill."
1351,Ed's Next Move (1996),12/7/1996,Comedy,A pair of lovers have no idea that their affair is overseen and orchestrated by an angel sent by Cupid to see that they remain together in this romantic comedy.
1352,For the Moment (1994),1/1/1976,Drama,
1353,The Deadly Cure (1996),1/1/1994,Romance,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by"
1354,Boys in Venice (1996),1/1/1992,Drama,
1355,"Sexual Life of the Belgians, The (1994)",4/10/1996,Drama,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.
1356,"Search for One-eye Jimmy, The (1996)",4/10/1996,Comedy,"Ed lives in Wisconsin, but he's just been dumped by his girlfriend. So he moves to New York City for a big change...but will he ever find love again? He loves his new job studying the genetics of different strains of rice. He has a good partnership with his promiscuous roommate Ray. And he's made some great friends, characters at the local diner. But then there's Natalie (Lee for short). She's just what Ed thinks he's looking for, and she's available...or is she?"
1357,American Strays (1996),1/1/1994,Romance|War,"This Canadian film presents and old-fashioned war time romance.  It is set during 1942 in Manitoba and traces the doomed affair between a young farmer's wife (Christianne Hirt) whose husband is fighting abroad and a dashing Australian pilot (Russell Crowe).  The pilot has come to train in the British Commonwealth Air Training Plan of Canada.  When the pilot, Lachlan, is not training, he is surreptitiously wooing Lill, the farmer's wife.  At the other end of town, Betsy (Wanda Cannon) who supports her two kids by bootlegging, charges for her services.  She gets involved with Zeek (Scott Kraft), an American flight instructor."
1358,"Leopard Son, The (1996)",16/9/1996,Action,
1359,Bird of Prey (1996),24/9/1996,Drama,
1360,Johnny 100 Pesos (1993),1/1/1994,Comedy,
1361,JLG/JLG - autoportrait de décembre (1994),1/1/1996,Comedy,
1362,Faust (1994),13/9/1996,Action,"The desert can be a lonely place for the people who live there or for those who are traveling through. It is also the teller of different stories including the story of a traveling salesman whose only commodity is death and the story of a young man who finds that the death that he wishes for is difficult to find. Others are just traveling through, on their way to another place when they stop to eat at Red's Desert Oasis. The food may not be great, and the waitress may be surly, but those who stopped at Red's will find that they are involved in the showdown of their life."
1363,Mina Tannenbaum (1994),27/9/1996,Documentary,
1364,"Forbidden Christ, The (Cristo proibito, Il) (1950)",4/10/1996,Action,
1365,I Can't Sleep (J'ai pas sommeil) (1994),1/1/1993,Action|Drama,"Based on real events, 17-year-old Johnny García becomes involved with four older thugs who are planning to rob a money-laundering business masquerading as a video store. As they try to escape, a swarm of exploitative media attention awaits."
1366,"Machine, The (1994)",1/1/1994,Documentary|Drama,
1367,"Stranger, The (1994)",1/1/1994,Animation,"A very free adaptation of Marlowe's 'Doctor Faustus', Goethe's 'Faust' and various other treatments of the old legend of the man who sold his soul to the devil. Svankmajer's Faust is a nondescript man who, after being lured by a strange map into a sinister puppet theatre, finds himself immersed in an indescribably weird version of the play, blending live actors, clay animation and giant puppets."
1368,Good Morning (1971),1/1/1994,Drama,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.
1369,Falling in Love Again (1980),1/1/1950,Drama,
1370,"Cement Garden, The (1993)",1/1/1994,Drama|Thriller,
1371,Meet Wally Sparks (1997),1/1/1994,Comedy|Horror,
1372,Hotel de Love (1996),1/1/1994,Action,
1373,Rhyme & Reason (1997),4/2/1971,unknown,"Two boys beg their parents for a television set, nagging them until all patience is lost. The parents order the boys to be quiet and the boys do exactly that--refusing to utter a word. The boys' silence ultimately puts the whole neighborhood into turmoil."
1374,Love and Other Catastrophes (1996),1/1/1980,Comedy,"Harry and Sue Lewis met in the 40s as teenagers living in the Bronx. He was an aspiring architect, she was the most beautiful girl in school, and both had a fondness for bran muffins. They fell in love, got married, moved to Los Angeles, and had two kids. While struggling with his midlife crisis, Harry receives an invitation for his high school's reunion back so he takes Sue and their teenage kids on a cross-country car trip back to the Big Apple. Will they see in the Bronx what they expected? Will the good memories from their past help rekindle their fading love? Is it too late to dream?"
1375,Hollow Reed (1996),1/1/1993,Drama,
1376,Losing Chase (1996),31/1/1997,Comedy,Wally Sparks is a tabloid TV show reporter who's trying to boost ratings on his show. He goes to the governor's mansion to uncover a sex scandal.
1377,"Bonheur, Le (1965)",7/2/1997,Comedy|Romance,"10 years ago at a party, Steven thinks he sees the girl of his dreams, Melissa. Just as he's about to make his move, his twin brother Rick gets to her first and they fall in love. Steven watches his brother's relationship bloom, longing for Melissa all the while. Eventually, Melissa leaves to go to college and the brothers go on with their lives. Steven becomes a workaholic to block out his feelings about Melissa and Rick becomes a spineless bellboy at the Hotel de Love, after a later girl friend stood him up at the altar. Enter Steven and Rick's warring parents visiting the Hotel de Love for their anniversary. Re-enter Melissa with her current boyfriend, Norman. Suddenly Rick and Steven have a second chance at Melissa. Also there's Alison the palm reader, Susie behind the counter, the owner/piano player, and the freshly married couple."
1378,"Second Jungle Book: Mowgli & Baloo, The (1997)",5/3/1997,Documentary,"A study in the world of hip-hop, done mostly with interviews, in order to see why it is as popular as it is today and what the future holds."
1379,Squeeze (1996),28/3/1997,Romance,A day in the life of two film-school students trying to find love and another house-mate.
1380,Roseanna's Grave (For Roseanna) (1997),2/5/1997,Drama,"Following the break-up of his marriage after revealing his homosexuality, GP Martin Wyatt loses custody of his son Oliver to his now ex-wife Hannah and her new partner Frank. It is not long, however, until Oliver appears at the house of Martin and his new lover Tom claiming to have been beaten up by boys in the park. After another incident, Martin puts two and two together and comes to the conclusion that Frank has been beating Oliver without Hannah's knowledge. Martin then begins a long courtroom custody battle to win back his son."
1381,Tetsuo II: Body Hammer (1992),1/1/1996,Drama,"An intimate and turbulent relationship develops between Chase, a woman recovering from a nervous breakdown and Elizabeth, the caretaker employed to look after her."
1382,Fall (1997),16/5/1997,Drama,
1383,Gabbeh (1996),16/5/1997,Adventure|Children's,
1384,Mondo (1996),13/6/1997,Drama,"Ty, Hector, and Bao are close friends in a tough section of Boston, where they're called ""the PG-13 crew."" They're 14, decent kids with few skills who've bailed out of school. A small gang of older tough guys, led by Marcus and Tommy, menace them, and when the PG-13s fight back and rob one of the gang, Marcus and Tommy vow to kill them. They seek protection from Derick, a drug dealer, who agrees to help if they'll sell drugs. Meanwhile, Ty is recruited to work at a community center by J.J., its quiet leader. Ty and his friends are in a squeeze: surrounded by violence, drugs, and no opportunities, is there any way out?"
1385,"Innocent Sleep, The (1995)",20/6/1997,Comedy|Romance,
1386,For Ever Mozart (1996),20/6/1997,Sci-Fi,"Tetsuo II: Body Hammer is a 1992 Japanese science fiction/horror film directed by Shinya Tsukamoto. It is a bigger-budget reworking of the same director's 1989 movie Tetsuo: The Iron Man, utilizing similar themes and ideas to the earlier film (a Japanese salaryman, played by cult actor Tomorowo Taguchi, finds his body transforming into a weapon through sheer rage after his son is kidnapped by a gang of violent thugs.) It was not as well received as its predecessor but it did win the Critic's Award at the 3rd Yubari International Fantastic Film Festival in February 1992."
1387,"Locusts, The (1997)",27/6/1997,Romance,"Writer/director Eric Schaeffer (If Lucy Fell) and Amanda De Cadenet (Four Rooms) steam up the screen with this humorous, provocative and sexy tale of lust and desire that ""examines the surprisingly tender sides of erotic craving"" (MovieMaker). For Michael Shiver (Schaeffer), life as an easy-going cab driver in New York suddenly changes when he picks up supermodel Sarah Easton (De Cadenet) and falls head over heels in love. But Sarah has more than just passion on her mind ? she also has a husband and a glamorous lifestyle that she can't seem to leave behind. Torn between her feelings for Michael and the security of her marriage, Sarah is forced to make a realistic decision about the sacrifices that must be made to be truly and totally in love."
1388,Stag (1997),27/6/1997,Drama,"An elderly couple go about their routine of cleaning their gabbeh (a intricately-designed rug), while bickering gently with each other. Magically, a young woman appears, helping the two clean the rug. This young woman belongs to the clan whose history is depicted in the design of the gabbeh, and the rug recounts the story of the courtship of the young woman by a stranger from the clan."
